KeyRelease event, serial 18, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36801639, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36981034, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36981179, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36981179, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36981287, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36982617, (1314,474), root:(1322,554), state 0x0, keycode 22 (keysym 0xff08), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36982617, (1314,474), root:(1322,554), state 0x0, keycode 22 (keysym 0xff08), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36982655, (1314,474), root:(1322,554), state 0x0, keycode 22 (keysym 0xff08), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36982753, (1314,474), root:(1322,554), state 0x0, keycode 22 (keysym 0xff08), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36982753, (1314,474), root:(1322,554), state 0x0, keycode 22 (keysym 0xff08), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36982823, (1314,474), root:(1322,554), state 0x0, keycode 22 (keysym 0xff08), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983105, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983105, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983183, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983313, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983313, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983396, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983927, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983927, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36983994, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36994970, (1314,474), root:(1322,554), state 0x0, keycode 36 (keysym 0xff0d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36994970, (1314,474), root:(1322,554), state 0x0, keycode 36 (keysym 0xff0d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36995022, (1314,474), root:(1322,554), state 0x0, keycode 36 (keysym 0xff0d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998154, (1314,474), root:(1322,554), state 0x0, keycode 12 (keysym 0x33), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998154, (1314,474), root:(1322,554), state 0x0, keycode 12 (keysym 0x33), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998262, (1314,474), root:(1322,554), state 0x0, keycode 12 (keysym 0x33), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998370, (1314,474), root:(1322,554), state 0x0, keycode 29 (keysym 0x66), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998370, (1314,474), root:(1322,554), state 0x0, keycode 29 (keysym 0x66), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998458, (1314,474), root:(1322,554), state 0x0, keycode 29 (keysym 0x66), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998824, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998824, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36998907, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37000967, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37000967, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001024, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001143, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001143, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001279, (1314,474), root:(1322,554), state 0x1, keycode 48 (keysym 0x5f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001279, (1314,474), root:(1322,554), state 0x1, keycode 48 (keysym 0x5f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001407, (1314,474), root:(1322,554), state 0x1, keycode 48 (keysym 0x5f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001442, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001772, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001772, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37001845, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37003483, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37003483, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37003541, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37003737, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37003737, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37003808, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37004666, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37004666, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37004729, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007189, (1314,474), root:(1322,554), state 0x0, keycode 62 (keysym 0xffe2), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007189, (1314,474), root:(1322,554), state 0x0, keycode 62 (keysym 0xffe2), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007326, (1314,474), root:(1322,554), state 0x1, keycode 52 (keysym 0x3a), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007326, (1314,474), root:(1322,554), state 0x1, keycode 52 (keysym 0x3a), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007388, (1314,474), root:(1322,554), state 0x1, keycode 52 (keysym 0x3a), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007414, (1314,474), root:(1322,554), state 0x1, keycode 62 (keysym 0xffe2), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007608, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007608, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37007721, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37008690, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37008690, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37008758, (1314,474), root:(1322,554), state 0x0, keycode 53 (keysym 0x71), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37013752, (1314,474), root:(1322,554), state 0x0, keycode 36 (keysym 0xff0d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37013752, (1314,474), root:(1322,554), state 0x0, keycode 36 (keysym 0xff0d), same_screen YES
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x27 (WM_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x25 (WM_ICON_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x24 (WM_CLIENT_MACHINE), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x182 (WM_LOCALE_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18e (_NET_WM_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18d (_NET_WM_ICON_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x27 (WM_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x25 (WM_ICON_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x24 (WM_CLIENT_MACHINE), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x182 (WM_LOCALE_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18e (_NET_WM_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18d (_NET_WM_ICON_NAME), time 37013794, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x27 (WM_NAME), time 37013795, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x25 (WM_ICON_NAME), time 37013795, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x24 (WM_CLIENT_MACHINE), time 37013795, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x182 (WM_LOCALE_NAME), time 37013795, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18e (_NET_WM_NAME), time 37013795, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18d (_NET_WM_ICON_NAME), time 37013795, state PropertyNewValue
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37013834, (1314,474), root:(1322,554), state 0x0, keycode 36 (keysym 0xff0d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37014795, (1314,474), root:(1322,554), state 0x0, keycode 133 (keysym 0xffeb), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 37014795, (1314,474), root:(1322,554), state 0x0, keycode 133 (keysym 0xffeb), same_screen YES
FocusOut event, serial 27, synthetic NO, window 0x180000e, mode NotifyGrab, detail NotifyAncestor
FocusOut event, serial 27, synthetic NO, window 0x180000e, mode NotifyWhileGrabbed, detail NotifyNonlinear
FocusOut event, serial 27, synthetic NO, window 0x180000e, mode NotifyUngrab, detail NotifyPointer
